"cocktail_no","generation","solution_component_no","concentration","units","name","ph"
"C0238",8,1,0.1,"M","Ammonium bromide",10
"C0238",8,2,0.1,"M","CAPS",10
"C0238",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0239",8,1,0.1,"M","Ammonium bromide",9
"C0239",8,2,0.1,"M","TAPS",9
"C0239",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0240",8,1,0.1,"M","Ammonium bromide",7
"C0240",8,2,0.1,"M","Bis-Tris Propane",7
"C0240",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0241",8,1,0.1,"M","Ammonium bromide",7.5
"C0241",8,2,0.1,"M","HEPES",7.5
"C0241",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0242",8,1,0.1,"M","Ammonium chloride",6
"C0242",8,2,0.1,"M","MES monohydrate",6
"C0242",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0243",8,1,0.1,"M","Ammonium chloride",4.2
"C0243",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0243",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0244",8,1,0.1,"M","Ammonium nitrate",6
"C0244",8,2,0.1,"M","MES monohydrate",6
"C0244",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0245",8,1,0.1,"M","Ammonium nitrate",9
"C0245",8,2,0.1,"M","TAPS",9
"C0245",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0246",8,1,0.1,"M","Ammonium phosphate monobasic",10
"C0246",8,2,0.1,"M","CAPS",10
"C0246",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0247",8,1,0.1,"M","Ammonium phosphate monobasic",7.5
"C0247",8,2,0.1,"M","HEPES",7.5
"C0247",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0248",8,1,0.1,"M","Ammonium phosphate dibasic",10
"C0248",8,2,0.1,"M","CAPS",10
"C0248",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0249",8,1,0.1,"M","Ammonium sulfate",7
"C0249",8,2,0.1,"M","Bis-Tris Propane",7
"C0249",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0250",8,1,0.2,"M","Sodium citrate tribasic dihydrate",7.5
"C0250",8,2,30,"% (v/v)","MPD",7.5
"C0250",8,3,0.1,"M","HEPES-Na",7.5
"C0251",8,1,0.16,"M","Magnesium chloride hexahydrate",8.5
"C0251",8,2,0.08,"M","Tris HCl",8.5
"C0251",8,3,24,"% (w/v)","polyethylene glycol 4000",8.5
"C0251",8,4,20,"% (v/v)","Glycerol anhydrous",8.5
"C0252",8,1,0.98,"M","Sodium acetate trihydrate",6.5
"C0252",8,2,30,"% (v/v)","Glycerol anhydrous",6.5
"C0252",8,3,0.07,"M","Sodium cacodylate trihydrate",6.5
"C0253",8,1,0.1,"M","Lithium bromide",7
"C0253",8,2,0.1,"M","Bis-Tris Propane",7
"C0253",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0254",8,1,0.1,"M","Lithium bromide",9
"C0254",8,2,0.1,"M","TAPS",9
"C0254",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0255",8,1,0.1,"M","Lithium chloride",9
"C0255",8,2,0.1,"M","TAPS",9
"C0255",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0256",8,1,0.1,"M","Lithium chloride",5
"C0256",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0256",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0257",8,1,0.1,"M","Lithium chloride",10
"C0257",8,2,0.1,"M","CAPS",10
"C0257",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0258",8,1,0.1,"M","Lithium chloride",6
"C0258",8,2,0.1,"M","MES monohydrate",6
"C0258",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0259",8,1,0.1,"M","Magnesium acetate tetrahydrate",9
"C0259",8,2,0.1,"M","TAPS",9
"C0259",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0260",8,1,0.1,"M","Magnesium chloride hexahydrate",8
"C0260",8,2,0.1,"M","Tris",8
"C0260",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0261",8,1,0.1,"M","Magnesium chloride hexahydrate",4.2
"C0261",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0261",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0262",8,1,0.1,"M","Magnesium chloride hexahydrate",7
"C0262",8,2,0.1,"M","Bis-Tris Propane",7
"C0262",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0263",8,1,0.14,"M","Sodium citrate tribasic dihydrate",6.5
"C0263",8,2,30,"% (v/v)","Glycerol anhydrous",6.5
"C0263",8,3,21,"% (v/v)","Iso-propanol",6.5
"C0263",8,4,0.07,"M","Sodium cacodylate trihydrate",6.5
"C0264",8,1,0.1,"M","Manganese chloride tetrahydrate",6
"C0264",8,2,0.1,"M","MES monohydrate",6
"C0264",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0265",8,1,0.1,"M","Manganese chloride tetrahydrate",4.2
"C0265",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0265",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0266",8,1,0.1,"M","Potassium acetate",7.5
"C0266",8,2,0.1,"M","HEPES",7.5
"C0266",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0267",8,1,0.1,"M","Potassium acetate",7
"C0267",8,2,0.1,"M","Bis-Tris Propane",7
"C0267",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0268",8,1,0.1,"M","Potassium acetate",8
"C0268",8,2,0.1,"M","Tris",8
"C0268",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0269",8,1,0.1,"M","Potassium acetate",6
"C0269",8,2,0.1,"M","MES monohydrate",6
"C0269",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0270",8,1,0.1,"M","Potassium bromide",7.5
"C0270",8,2,0.1,"M","HEPES",7.5
"C0270",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0271",8,1,0.1,"M","Potassium bromide",5
"C0271",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0271",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0272",8,1,0.1,"M","Potassium bromide",8
"C0272",8,2,0.1,"M","Tris",8
"C0272",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0273",8,1,0.1,"M","Potassium carbonate",9
"C0273",8,2,0.1,"M","TAPS",9
"C0273",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0274",8,1,0.1,"M","Potassium carbonate",5
"C0274",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0274",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0275",8,1,0.1,"M","Potassium carbonate",7.5
"C0275",8,2,0.1,"M","HEPES",7.5
"C0275",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0276",8,1,0.1,"M","Potassium chloride",10
"C0276",8,2,0.1,"M","CAPS",10
"C0276",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0277",8,1,0.1,"M","Potassium chloride",7.5
"C0277",8,2,0.1,"M","HEPES",7.5
"C0277",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0278",8,1,0.1,"M","Potassium nitrate",6
"C0278",8,2,0.1,"M","MES monohydrate",6
"C0278",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0279",8,1,0.1,"M","Potassium nitrate",8
"C0279",8,2,0.1,"M","Tris",8
"C0279",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0280",8,1,0.1,"M","Potassium nitrate",4.2
"C0280",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0280",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0281",8,1,0.1,"M","Potassium phosphate monobasic",8
"C0281",8,2,0.1,"M","Tris",8
"C0281",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0282",8,1,0.1,"M","Potassium phosphate monobasic",5
"C0282",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0282",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0283",8,1,0.1,"M","Potassium phosphate monobasic",6
"C0283",8,2,0.1,"M","MES monohydrate",6
"C0283",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0284",8,1,0.1,"M","Potassium phosphate monobasic",9
"C0284",8,2,0.1,"M","TAPS",9
"C0284",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0285",8,1,0.1,"M","Potassium thiocyanate",7
"C0285",8,2,0.1,"M","Bis-Tris Propane",7
"C0285",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0286",8,1,0.1,"M","Rubidium chloride",4.2
"C0286",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0286",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0287",8,1,0.1,"M","Rubidium chloride",10
"C0287",8,2,0.1,"M","CAPS",10
"C0287",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0288",8,1,0.1,"M","Rubidium chloride",9
"C0288",8,2,0.1,"M","TAPS",9
"C0288",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0289",8,1,0.1,"M","Sodium bromide",4.2
"C0289",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0289",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0290",8,1,0.1,"M","Sodium bromide",10
"C0290",8,2,0.1,"M","CAPS",10
"C0290",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0291",8,1,0.1,"M","Sodium chloride",7.5
"C0291",8,2,0.1,"M","HEPES",7.5
"C0291",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0292",8,1,0.1,"M","Sodium chloride",8
"C0292",8,2,0.1,"M","Tris",8
"C0292",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0293",8,1,0.1,"M","Sodium molybdate dihydrate",7
"C0293",8,2,0.1,"M","Bis-Tris Propane",7
"C0293",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0294",8,1,0.1,"M","Sodium molybdate dihydrate",8
"C0294",8,2,0.1,"M","Tris",8
"C0294",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0295",8,1,0.1,"M","Sodium nitrate",7
"C0295",8,2,0.1,"M","Bis-Tris Propane",7
"C0295",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0296",8,1,0.1,"M","Sodium phosphate monobasic",4.2
"C0296",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0296",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0297",8,1,0.1,"M","Sodium phosphate monobasic",6
"C0297",8,2,0.1,"M","MES monohydrate",6
"C0297",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0298",8,1,0.1,"M","Sodium thiosulfate pentahydrate",8
"C0298",8,2,0.1,"M","Tris",8
"C0298",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0299",8,1,0.1,"M","Zinc acetate dihydrate",6
"C0299",8,2,0.1,"M","MES monohydrate",6
"C0299",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0300",8,1,0.1,"M","Zinc acetate dihydrate",5
"C0300",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0300",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0301",8,1,0.1,"M","Potassium phosphate dibasic anhydrous",10
"C0301",8,2,0.1,"M","CAPS",10
"C0301",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0302",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",7
"C0302",8,2,0.1,"M","Bis-Tris Propane",7
"C0302",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0303",8,1,0.1,"M","Lithium sulfate monohydrate",6
"C0303",8,2,0.1,"M","MES monohydrate",6
"C0303",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0304",8,1,0.1,"M","Lithium sulfate monohydrate",4.2
"C0304",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0304",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0305",8,1,0.1,"M","Potassium phosphate tribasic",9
"C0305",8,2,0.1,"M","TAPS",9
"C0305",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0306",8,1,0.1,"M","Potassium phosphate tribasic",10
"C0306",8,2,0.1,"M","CAPS",10
"C0306",8,3,20,"% (w/v)","polyethylene glycol 20000",10
"C0307",8,1,0.1,"M","Ammonium thiocyanate",7.5
"C0307",8,2,0.1,"M","HEPES",7.5
"C0307",8,3,20,"% (w/v)","polyethylene glycol 20000",7.5
"C0308",8,1,0.1,"M","Manganese sulfate monohydrate",5
"C0308",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0308",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0309",8,1,1.5,"M","Ammonium sulfate",5.21
"C0309",8,2,25,"% (v/v)","Glycerol anhydrous",5.21
"C0310",8,1,10,"% (v/v)","Glycerol anhydrous",8.51
"C0310",8,2,3.6,"M","Sodium formate",8.51
"C0311",8,1,0.1,"M","Magnesium nitrate hexahydrate",5
"C0311",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0311",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0312",8,1,0.1,"M","Magnesium nitrate hexahydrate",8
"C0312",8,2,0.1,"M","Tris",8
"C0312",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0313",8,1,0.1,"M","Magnesium nitrate hexahydrate",7
"C0313",8,2,0.1,"M","Bis-Tris Propane",7
"C0313",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0314",8,1,0.1,"M","Ammonium bromide",7
"C0314",8,2,0.1,"M","Bis-Tris Propane",7
"C0314",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0315",8,1,0.1,"M","Ammonium chloride",6
"C0315",8,2,0.1,"M","MES monohydrate",6
"C0315",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0316",8,1,0.1,"M","Ammonium chloride",7
"C0316",8,2,0.1,"M","Bis-Tris Propane",7
"C0316",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0317",8,1,0.1,"M","Ammonium nitrate",8
"C0317",8,2,0.1,"M","Tris",8
"C0317",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0318",8,1,0.1,"M","Ammonium nitrate",5
"C0318",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0318",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0319",8,1,0.1,"M","Ammonium phosphate monobasic",4.2
"C0319",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0319",8,3,40,"% (w/v)","polyethylene glycol 20000",4.2
"C0320",8,1,0.1,"M","Ammonium phosphate monobasic",8
"C0320",8,2,0.1,"M","Tris",8
"C0320",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0321",8,1,0.1,"M","Ammonium phosphate dibasic",7
"C0321",8,2,0.1,"M","Bis-Tris Propane",7
"C0321",8,3,20,"% (w/v)","polyethylene glycol 20000",7
"C0322",8,1,0.1,"M","Ammonium sulfate",4.2
"C0322",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0322",8,3,40,"% (w/v)","polyethylene glycol 20000",4.2
"C0323",8,1,0.1,"M","Ammonium sulfate",8
"C0323",8,2,0.1,"M","Tris",8
"C0323",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0324",8,1,0.1,"M","Ammonium sulfate",5
"C0324",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0324",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0325",8,1,0.09,"M","Sodium citrate tribasic dihydrate",5.6
"C0325",8,2,25.5,"% (w/v)","polyethylene glycol 4000",5.6
"C0325",8,3,15,"% (v/v)","Glycerol anhydrous",5.6
"C0325",8,4,0.17,"M","Ammonium acetate",5.6
"C0326",8,1,0.1,"M","Calcium acetate",7
"C0326",8,2,0.1,"M","Bis-Tris Propane",7
"C0326",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0327",8,1,0.1,"M","Lithium bromide",10
"C0327",8,2,0.1,"M","CAPS",10
"C0327",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0328",8,1,0.1,"M","Lithium bromide",7.5
"C0328",8,2,0.1,"M","HEPES",7.5
"C0328",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0329",8,1,0.1,"M","Lithium bromide",6
"C0329",8,2,0.1,"M","MES monohydrate",6
"C0329",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0330",8,1,0.1,"M","Lithium chloride",8
"C0330",8,2,0.1,"M","Tris",8
"C0330",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0331",8,1,0.1,"M","Magnesium acetate tetrahydrate",6
"C0331",8,2,0.1,"M","MES monohydrate",6
"C0331",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0332",8,1,0.1,"M","Magnesium acetate tetrahydrate",9
"C0332",8,2,0.1,"M","TAPS",9
"C0332",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0333",8,1,0.1,"M","Magnesium acetate tetrahydrate",5
"C0333",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0333",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0334",8,1,0.1,"M","Magnesium chloride hexahydrate",5
"C0334",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0334",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0335",8,1,0.1,"M","Magnesium sulfate heptahydrate",5
"C0335",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0335",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0336",8,1,0.1,"M","Magnesium sulfate heptahydrate",6
"C0336",8,2,0.1,"M","MES monohydrate",6
"C0336",8,3,20,"% (w/v)","polyethylene glycol 20000",6
"C0337",8,1,0.1,"M","Magnesium sulfate heptahydrate",9
"C0337",8,2,0.1,"M","TAPS",9
"C0337",8,3,20,"% (w/v)","polyethylene glycol 20000",9
"C0338",8,1,0.1,"M","Potassium acetate",9
"C0338",8,2,0.1,"M","TAPS",9
"C0338",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0339",8,1,0.1,"M","Potassium bromide",10
"C0339",8,2,0.1,"M","CAPS",10
"C0339",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0340",8,1,0.1,"M","Potassium bromide",6
"C0340",8,2,0.1,"M","MES monohydrate",6
"C0340",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0341",8,1,0.1,"M","Potassium carbonate",6
"C0341",8,2,0.1,"M","MES monohydrate",6
"C0341",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0342",8,1,0.1,"M","Potassium carbonate",9
"C0342",8,2,0.1,"M","TAPS",9
"C0342",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0343",8,1,0.1,"M","Potassium chloride",8
"C0343",8,2,0.1,"M","Tris",8
"C0343",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0344",8,1,0.1,"M","Potassium chloride",7
"C0344",8,2,0.1,"M","Bis-Tris Propane",7
"C0344",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0345",8,1,0.1,"M","Potassium chloride",4.2
"C0345",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0345",8,3,40,"% (w/v)","polyethylene glycol 20000",4.2
"C0346",8,1,0.1,"M","Potassium nitrate",7.5
"C0346",8,2,0.1,"M","HEPES",7.5
"C0346",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0347",8,1,0.1,"M","Potassium nitrate",5
"C0347",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0347",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0348",8,1,0.1,"M","Potassium nitrate",9
"C0348",8,2,0.1,"M","TAPS",9
"C0348",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0349",8,1,0.1,"M","Potassium phosphate monobasic",9
"C0349",8,2,0.1,"M","TAPS",9
"C0349",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0350",8,1,0.1,"M","Potassium thiocyanate",6
"C0350",8,2,0.1,"M","MES monohydrate",6
"C0350",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0351",8,1,0.1,"M","Potassium thiocyanate",10
"C0351",8,2,0.1,"M","CAPS",10
"C0351",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0352",8,1,0.1,"M","Potassium thiocyanate",5
"C0352",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0352",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0353",8,1,0.1,"M","Rubidium chloride",10
"C0353",8,2,0.1,"M","CAPS",10
"C0353",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0354",8,1,0.1,"M","Rubidium chloride",8
"C0354",8,2,0.1,"M","Tris",8
"C0354",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0355",8,1,0.1,"M","Rubidium chloride",7.5
"C0355",8,2,0.1,"M","HEPES",7.5
"C0355",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0356",8,1,0.1,"M","Sodium bromide",6
"C0356",8,2,0.1,"M","MES monohydrate",6
"C0356",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0357",8,1,0.1,"M","Sodium bromide",8
"C0357",8,2,0.1,"M","Tris",8
"C0357",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0358",8,1,0.1,"M","Sodium chloride",4.2
"C0358",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0358",8,3,40,"% (w/v)","polyethylene glycol 20000",4.2
"C0359",8,1,0.1,"M","Sodium chloride",8
"C0359",8,2,0.1,"M","Tris",8
"C0359",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0360",8,1,0.1,"M","Sodium molybdate dihydrate",10
"C0360",8,2,0.1,"M","CAPS",10
"C0360",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0361",8,1,0.1,"M","Sodium molybdate dihydrate",7.5
"C0361",8,2,0.1,"M","HEPES",7.5
"C0361",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0362",8,1,0.1,"M","Sodium molybdate dihydrate",7
"C0362",8,2,0.1,"M","Bis-Tris Propane",7
"C0362",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0363",8,1,0.1,"M","Sodium molybdate dihydrate",9
"C0363",8,2,0.1,"M","TAPS",9
"C0363",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0364",8,1,0.1,"M","Sodium nitrate",4.2
"C0364",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0364",8,3,40,"% (w/v)","polyethylene glycol 20000",4.2
"C0365",8,1,0.1,"M","Sodium nitrate",7.5
"C0365",8,2,0.1,"M","HEPES",7.5
"C0365",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0366",8,1,0.1,"M","Sodium nitrate",9
"C0366",8,2,0.1,"M","TAPS",9
"C0366",8,3,40,"% (w/v)","polyethylene glycol 20000",9
"C0367",8,1,0.1,"M","Sodium nitrate",5
"C0367",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0367",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0368",8,1,0.1,"M","Sodium phosphate monobasic",5
"C0368",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0368",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0369",8,1,0.1,"M","Sodium phosphate monobasic",10
"C0369",8,2,0.1,"M","CAPS",10
"C0369",8,3,40,"% (w/v)","polyethylene glycol 20000",10
"C0370",8,1,0.1,"M","Sodium thiosulfate pentahydrate",8
"C0370",8,2,0.1,"M","Tris",8
"C0370",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0371",8,1,0.1,"M","Zinc acetate dihydrate",6
"C0371",8,2,0.1,"M","MES monohydrate",6
"C0371",8,3,40,"% (w/v)","polyethylene glycol 20000",6
"C0372",8,1,0.09,"M","Sodium acetate trihydrate",4.6
"C0372",8,2,25.5,"% (w/v)","polyethylene glycol 4000",4.6
"C0372",8,3,15,"% (v/v)","Glycerol anhydrous",4.6
"C0372",8,4,0.17,"M","Ammonium acetate",4.6
"C0373",8,1,0.7,"M","Ammonium phosphate monobasic",5.6
"C0373",8,2,0.07,"M","Sodium citrate tribasic dihydrate",5.6
"C0373",8,3,30,"% (v/v)","Glycerol anhydrous",5.6
"C0374",8,1,0.18,"M","Magnesium chloride hexahydrate",7.5
"C0374",8,2,10,"% (v/v)","Glycerol anhydrous",7.5
"C0374",8,3,0.09,"M","HEPES-Na",7.5
"C0374",8,4,27,"% (v/v)","Iso-propanol",7.5
"C0375",8,1,0.2,"M","Sodium citrate tribasic dihydrate",8.5
"C0375",8,2,0.1,"M","Tris HCl",8.5
"C0375",8,3,30,"% (v/v)","polyethylene glycol 400",8.5
"C0376",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",8
"C0376",8,2,0.1,"M","Tris",8
"C0376",8,3,20,"% (w/v)","polyethylene glycol 20000",8
"C0377",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",5
"C0377",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0377",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0378",8,1,0.1,"M","Cobalt (II) sulfate heptahydrate",4.2
"C0378",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0378",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0379",8,1,0.1,"M","Lithium sulfate monohydrate",7.5
"C0379",8,2,0.1,"M","HEPES",7.5
"C0379",8,3,40,"% (w/v)","polyethylene glycol 20000",7.5
"C0380",8,1,0.1,"M","Lithium sulfate monohydrate",7
"C0380",8,2,0.1,"M","Bis-Tris Propane",7
"C0380",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0381",8,1,0.19,"M","Calcium chloride dihydrate",7.5
"C0381",8,2,26.6,"% (v/v)","polyethylene glycol 400",7.5
"C0381",8,3,5,"% (v/v)","Glycerol anhydrous",7.5
"C0381",8,4,0.1,"M","HEPES-Na",7.5
"C0382",8,1,0.1,"M","Potassium phosphate tribasic",5
"C0382",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0382",8,3,20,"% (w/v)","polyethylene glycol 20000",5
"C0383",8,1,0.1,"M","Potassium phosphate tribasic",4.2
"C0383",8,2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"C0383",8,3,20,"% (w/v)","polyethylene glycol 20000",4.2
"C0384",8,1,0.17,"M","Ammonium sulfate",6.5
"C0384",8,2,25.5,"% (w/v)","polyethylene glycol 8000",6.5
"C0384",8,3,15,"% (v/v)","Glycerol anhydrous",6.5
"C0384",8,4,0.09,"M","Sodium cacodylate trihydrate",6.5
"C0385",8,1,0.1,"M","Ammonium thiocyanate",7
"C0385",8,2,0.1,"M","Bis-Tris Propane",7
"C0385",8,3,40,"% (w/v)","polyethylene glycol 20000",7
"C0386",8,1,0.1,"M","Ammonium thiocyanate",5
"C0386",8,2,0.1,"M","Sodium acetate trihydrate",5
"C0386",8,3,40,"% (w/v)","polyethylene glycol 20000",5
"C0387",8,1,1.13,"M","Lithium sulfate monohydrate",7.5
"C0387",8,2,25,"% (v/v)","Glycerol anhydrous",7.5
"C0387",8,3,0.08,"M","HEPES-Na",7.5
"C0388",8,1,0.1,"M","Magnesium nitrate hexahydrate",8
"C0388",8,2,0.1,"M","Tris",8
"C0388",8,3,40,"% (w/v)","polyethylene glycol 20000",8
"C0389",8,1,0.1,"M","Magnesium nitrate hexahydrate",9
"C0389",8,2,0.1,"M","TAPS",9
